component,route,plan_score,plan_verdict,plan_layer,plan_role,plan_parent,plan_tier,my_value,my_built,my_disposition,my_hub,defective,flags,plan_enhance,my_upgrade
NetUnrealizedAppreciationPlanner,/portal/nua-planner,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.5,2.6,UPGRADE or fold into library,Cross-Cutting Reference Library,False,fabricated-constant|literal-chart-data,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
PhysicianFinancialBlueprint,/portal/physician-blueprint,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.8,2.2,UPGRADE or fold into library,Reports & Deliverables,False,,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
PrivateCreditAnalyzer,,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.7,2.6,UPGRADE or fold into library,Cross-Cutting Reference Library,True,frozen-chart,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
Section1202Planner,/portal/section-1202,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.6,2.2,UPGRADE or fold into library,Tax Strategy,False,fabricated-constant,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ShortTermRentalTaxStrategy,/portal/str-tax-strategy,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.8,2.2,UPGRADE or fold into library,Real Estate Intelligence,False,,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SpecialNeedsPlanner,/portal/special-needs,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.8,2.2,UPGRADE or fold into library,Cross-Cutting Reference Library,False,literal-chart-data,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
WealthProjectionTheater,/portal/projection-theater,6.3,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.9,2.3,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 7.6: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ILITAnalyzer,/portal/ilit-analyzer,6.2,MERGE,Merge,TOGGLE,ILITCalculator,Estate / Legacy,0.5,1.4,UPGRADE or fold into library,"Estate, Trust & Legacy",False,literal-chart-data,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
CaptiveInsuranceModeler,/portal/captive-insurance-modeler,6.2,MERGE,Merge,TOGGLE,CaptiveInsuranceIUL,Large-Case Structure,1.3,1.7,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ClientJourneyNavigator,/portal/journey-navigator,6.2,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Mortgage & Debt Elimination,False,,To 7.5: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ComplianceCommandCenter,/portal/compliance-center,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Compliance / Reporting Ops,1.0,1.4,UPGRADE or fold into library,Compliance & Supervision,False,,To 7.4: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
ComplianceDisclosure,,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Compliance / Reporting Ops,2.7,2.7,UPGRADE or fold into library,Compliance & Supervision,False,,To 7.4: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
DailyBriefing,/portal/daily-briefing,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Dashboards / Internal,2.8,3.2,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 7.4: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
InnovationDashboard,/portal/innovation-dashboard,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Dashboards / Internal,0.5,0.7,UPGRADE or fold into library,Reports & Deliverables,False,,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
PhysicianVitalsDashboard,/portal/physician-vitals,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Dashboards / Internal,1.1,1.5,UPGRADE or fold into library,Reports & Deliverables,False,,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
UnifiedDataBusDashboard,/portal/data-bus-dashboard,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Dashboards / Internal,2.9,4.5,UPGRADE or fold into library,Reports & Deliverables,False,fabricated-constant,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
GenerationalWealthSim,/portal/generational-wealth,6.1,MERGE,Merge,TOGGLE,MultiGenWealthTransfer,Estate / Legacy,2.5,2.9,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
IulProjectionPage,,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,IUL Core,0.7,0.7,UPGRADE or fold into library,IUL & Policy Engineering,False,,To 8.1: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ComboDetail,/portal/tax-combos/:id,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,2.1,4.0,UPGRADE or fold into library,Tax Strategy,True,frozen-chart,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
FinancialDNA,/portal/financial-dna,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.4,1.8,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
PersonaHub,/portal/persona-hub,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.4,1.8,UPGRADE or fold into library,"Discovery, Calibration & Onboarding",False,,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SecretDetail,/portal/secret-secrets/:id,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,2.1,4.0,UPGRADE or fold into library,Education & Knowledge,True,frozen-chart,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
UnifiedCrossFeatureIntelligence,/portal/cross-feature-intelligence,6.1,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,4.0,4.4,EMBED — reference card,AI Brain & Intelligence,False,,To 7.4: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
InstallmentSale,/portal/installment-sale-strategy,6.0,MERGE,Merge,STANDALONE,—,Business Owner / Entity,0.5,1.8,UPGRADE or fold into library,Cross-Cutting Reference Library,True,frozen-chart,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SuccessionPlanningEngine,/portal/succession-engine,6.0,MERGE,Merge,TOGGLE,SuccessionPlanningWizard,Business Owner / Entity,1.7,2.1,UPGRADE or fold into library,"Estate, Trust & Legacy",False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SuccessionPlanningHub,,6.0,MERGE,Merge,TOGGLE,SuccessionPlanningWizard,Business Owner / Entity,1.0,1.4,UPGRADE or fold into library,"Estate, Trust & Legacy",False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
AnnuityExplorerPage,,6.0,ENHANCE,L2 — Advanced,STANDALONE,—,Guaranteed Income / Annuity,1.1,1.1,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,,To 8.0: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ClientRetentionAssistant,/portal/client-retention-ai,6.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.7,2.1,UPGRADE or fold into library,Mortgage & Debt Elimination,False,,To 7.3: add a discovery question to open the conversation. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
PhysicianRetirementBlueprint,/portal/physician-retirement,6.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.0,1.4,UPGRADE or fold into library,Retirement Income & Drawdown,False,,To 7.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
EngineChainingPipeline,/portal/engine-chaining,5.9,ENHANCE,L2 — Advanced,STANDALONE,—,Advisor Ops / Growth,2.7,3.1,UPGRADE or fold into library,Client Management & CRM,False,,To 7.2: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
PeerBenchmarkingIntel,/portal/peer-intel,5.9,ENHANCE,L2 — Advanced,STANDALONE,—,Advisor Ops / Growth,2.5,2.9,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 7.2: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
ProspectQualification,/portal/prospect-qualification,5.9,ENHANCE,L2 — Advanced,STANDALONE,—,Advisor Ops / Growth,2.1,2.5,UPGRADE or fold into library,Client Management & CRM,False,,To 7.2: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
SyndicationDealAnalyzer,/portal/syndication-deal,5.9,ENHANCE,L2 — Advanced,STANDALONE,—,Advisor Ops / Growth,1.4,1.8,UPGRADE or fold into library,Real Estate Intelligence,False,,To 7.2: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
